geocode,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80plus
E01008618,104,157,96,95,197,188,221,73,143
E01008619,97,157,129,85,218,258,275,116,231
E01008624,191,231,110,148,279,195,140,56,67
E01008625,188,177,135,148,169,225,217,77,134
E01008633,210,199,159,176,214,152,148,41,124
E01008634,155,182,162,131,181,143,133,55,176
E01008637,138,206,151,161,222,208,162,61,145
E01008684,113,104,148,117,176,201,143,71,142
E01008685,184,231,176,180,300,271,292,83,141
E01008686,170,209,155,199,246,215,217,98,196
E01008687,136,165,125,158,211,255,257,114,286
E01008700,131,211,245,141,151,151,100,44,83
E01008702,140,136,158,98,149,145,152,49,80
E01008703,64,232,840,202,210,240,171,75,146
E01008705,99,120,291,150,126,144,106,33,60
E01008706,233,202,302,245,215,164,92,60,135
E01008707,185,235,502,173,203,142,80,25,70
E01008708,135,141,168,136,249,209,171,80,191
E01008709,167,190,215,181,212,167,152,44,84
E01008711,152,132,196,179,219,233,161,50,141
E01008712,160,197,204,200,261,215,169,95,149
E01008713,128,245,151,131,296,271,195,69,118
E01008722,129,160,140,130,249,196,184,111,180
E01008723,126,203,84,97,256,202,166,74,198
E01008724,73,179,108,105,228,186,120,57,150
E01008725,120,133,109,142,217,213,198,101,174
E01008726,130,172,142,167,254,195,170,85,184
E01008727,127,141,172,186,254,230,169,83,177
E01008728,120,199,158,166,259,213,167,59,112
E01008735,217,193,442,270,222,210,185,64,204
E01008736,165,168,211,153,191,148,95,43,58
E01008737,178,157,217,171,221,205,125,32,82
E01008738,156,148,253,153,194,198,120,41,53
E01008739,226,197,196,208,256,207,165,43,87
E01008740,106,150,165,135,189,227,210,79,193
E01008741,135,178,187,165,235,211,167,66,107
E01008763,192,217,176,186,250,199,109,64,112
E01008764,131,181,181,154,237,249,162,82,119
E01008765,148,213,142,166,311,247,171,56,77
E01008766,288,351,238,330,403,250,159,79,182
E01008767,138,179,183,173,230,218,144,83,144
E01008768,150,185,166,169,249,178,146,64,130
E01008769,205,204,236,248,260,196,174,68,126
E01008779,143,155,193,161,198,186,150,89,171
E01008780,214,252,259,262,299,249,170,76,144
E01008781,121,201,170,154,256,243,184,59,166
E01008782,107,161,140,111,229,202,226,99,184
E01008783,117,120,133,128,198,241,217,96,160
E01008784,140,195,147,128,252,250,193,86,193
E01008785,89,143,110,105,185,242,288,95,182
E01008786,152,129,137,175,229,186,196,75,152
E01008787,135,177,349,208,227,205,180,51,100
E01008788,149,118,191,248,206,196,172,77,153
E01008789,129,124,205,166,237,211,160,62,102
E01008790,123,201,211,176,247,228,142,64,130
E01008791,100,146,414,194,213,247,199,88,185
E01008792,98,115,107,106,195,172,195,96,244
E01008803,152,168,181,166,190,196,166,76,138
E01008804,145,227,189,169,239,235,153,74,202
E01008805,144,181,227,170,205,217,125,46,111
E01008830,187,200,386,265,179,108,100,32,66
E01008831,167,169,871,369,218,147,129,63,109
E01008832,251,196,232,248,198,166,127,62,90
E01008833,153,151,196,191,188,201,150,63,177
E01008834,101,190,570,260,340,180,109,21,65
E01008835,147,211,286,220,231,207,131,32,103
E01008836,143,194,234,184,210,247,158,68,77
E01011949,258,306,250,236,269,241,185,73,124
E01011950,158,179,288,184,211,194,121,51,66
E01011951,196,183,285,168,227,137,84,32,79
E01011952,220,237,208,146,236,193,167,65,198
E01011953,304,282,309,212,250,227,166,43,93
E01011954,281,304,256,288,325,270,191,92,164
E01011955,199,184,204,159,206,156,147,51,60
E01011957,165,168,215,168,196,150,147,39,69
E01011959,189,267,149,189,377,307,302,99,182
